text,label
There is a direct debit set up that I didn't create.,28
"Help me please, I need to top up cash.",58
"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?",61
I see a cash withdrawal in the app that I did not do.,20
"If I am in China, can I still order a new card and if so, how?",9
"There are a couple payments with my card shown in the app that i really make myself. What's going on with this, maybe someone has access to my card?!",16
Why wouldn't a transfer go through?,35
how do i get a pin for my card,38
How do I reactivate my card?,13
Could google pay and top up be together?,2
why did my payment revert,53
When will the transaction be done?,66
My transfer still says pending,48
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",75
"i have been trying to add money with apple pay but it wont work, why?",2
What do I do if I have exceeded all my PIN tries?,49
I've got to have one of those virtual cards.,40
Why has my card payment been reversed?,53
What is the basis of your exchange rates?,32
What are the disposable cards for?,37
I was needing you to see if the exchange rate is correct from when i got cash,76
The amount of cash i have received is not correct.,75
Can you tell me what I need for identity validation?,69
How much transactions do I get with a disposable card?,29
Where can I use my card to pay?,10
What exactly is the exchange fee?,31
The exchange rate for the money I took out in a foreign country is wrong.,76
How long will it take for a bank transfer to show up on my account? It's been a couple hours but I havnt seen anything yet. Also it's from a UK account if that makes any difference.,5
When will my new card arrive?,11
Why did the top-up fail?,59
Cash has been deposited this morning but it hasn't came through.,6
Is there a certain age I need to be?,1
It won't let me prove my identity.,68
I tried using my card at multiple vendors and now it's not working.,14
If my card payment isn't working what do I do?,25
I see some transactions that I don't recognize.  I think someone stole my details.,22
what is the word?,28
Where can the pin be located?,38
what documents do i need to verify who i am,69
How do I activate my new card I just got?,0
how to change name on account,30
Account topping up bank transfers to my account assistance please?,65
"I shouldn't have been charged but I see a fee, why?",15
How can I reset my passcode?,44
What do I do if I can't access the app?,42
Why did my transfer get declined?,27
"I want a disposable virtual card, how do I do that?",37
The rate of exchange for my cash withdrawal is wrong.,76
Is this card available to United States Residents?,24
Does the package with my card have tracking?,11
What is my source of funds?,70
My card will not work,14
Is there an additional charge to exchange currencies?,31
I was making a purchase and it was declined and I wanted to know why.,27
Can I apply for one of your cards if I live in the EU?,24
Why am I being charged more on exchange with things I bought abroad?,17
What do I do if I forgot my PIN?,49
I have a contactless that's broken.,23
Why has my top up failed?,59
I'd like to open an account for my kids can I do that?,1
How much am I allowed to top-up?,60
What country's money can I hold currency in?,36
When should I expect my card to arrive?,12
My card won't physically work.,14
I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,46
Is there a reason my top-up has not gone through?,47
